Program,Year,Period,State,Ag District,Ag District Code,County,County ANSI,Commodity,Data Item,Domain,Value
SURVEY,1991,YEAR,ARKANSAS,NORTHEAST,30,RANDOLPH,121,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,"16,000"
SURVEY,1991,YEAR,ARKANSAS,NORTHEAST,30,RANDOLPH,121,WHEAT,WHEAT - ACRES PLANTED,TOTAL,"18,000"
SURVEY,1991,YEAR,ARKANSAS,NORTHEAST,30,RANDOLPH,121,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,20.6
SURVEY,1991,YEAR,ARKANSAS,NORTHEAST,30,WHITE,145,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,"1,400"
SURVEY,1991,YEAR,ARKANSAS,NORTHEAST,30,WHITE,145,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,89.3
SURVEY,1991,YEAR,ARKANSAS,NORTHEAST,30,WHITE,145,RICE,RICE - ACRES HARVESTED,TOTAL,"23,500"
SURVEY,1991,YEAR,ARKANSAS,NORTHEAST,30,WHITE,145,RICE,RICE - ACRES PLANTED,TOTAL,"24,000"
SURVEY,1991,YEAR,ARKANSAS,NORTHEAST,30,WHITE,145,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"5,100"
SURVEY,1991,YEAR,ARKANSAS,NORTHEAST,30,WHITE,145,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"60,500"
SURVEY,1991,YEAR,ARKANSAS,NORTHEAST,30,WHITE,145,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,"61,000"
SURVEY,1991,YEAR,ARKANSAS,NORTHEAST,30,WHITE,145,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,23.5
SURVEY,1991,YEAR,ARKANSAS,NORTHEAST,30,WHITE,145,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,"16,000"
SURVEY,1991,YEAR,ARKANSAS,NORTHEAST,30,WHITE,145,WHEAT,WHEAT - ACRES PLANTED,TOTAL,"21,000"
SURVEY,1991,YEAR,ARKANSAS,NORTHEAST,30,WHITE,145,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,23.8
SURVEY,1991,YEAR,ARKANSAS,NORTHWEST,10,BENTON,7,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,700
SURVEY,1991,YEAR,ARKANSAS,NORTHWEST,10,BENTON,7,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,57.1
SURVEY,1991,YEAR,ARKANSAS,NORTHWEST,10,BENTON,7,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"3,200"
SURVEY,1991,YEAR,ARKANSAS,NORTHWEST,10,BENTON,7,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,"4,000"
SURVEY,1991,YEAR,ARKANSAS,NORTHWEST,10,BENTON,7,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,18
SURVEY,1991,YEAR,ARKANSAS,NORTHWEST,10,BENTON,7,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,"1,600"
SURVEY,1991,YEAR,ARKANSAS,NORTHWEST,10,BENTON,7,WHEAT,WHEAT - ACRES PLANTED,TOTAL,"2,000"
SURVEY,1991,YEAR,ARKANSAS,NORTHWEST,10,BENTON,7,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,30
SURVEY,1991,YEAR,ARKANSAS,NORTHWEST,10,OTHER (COMBINED) COUNTIES,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,300
SURVEY,1991,YEAR,ARKANSAS,NORTHWEST,10,OTHER (COMBINED) COUNTIES,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,50
SURVEY,1991,YEAR,ARKANSAS,NORTHWEST,10,OTHER (COMBINED) COUNTIES,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,300
SURVEY,1991,YEAR,ARKANSAS,NORTHWEST,10,OTHER (COMBINED) COUNTIES,,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,500
SURVEY,1991,YEAR,ARKANSAS,NORTHWEST,10,OTHER (COMBINED) COUNTIES,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,18
SURVEY,1991,YEAR,ARKANSAS,NORTHWEST,10,OTHER (COMBINED) COUNTIES,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,400
SURVEY,1991,YEAR,ARKANSAS,NORTHWEST,10,OTHER (COMBINED) COUNTIES,,WHEAT,WHEAT - ACRES PLANTED,TOTAL,"1,500"
SURVEY,1991,YEAR,ARKANSAS,NORTHWEST,10,OTHER (COMBINED) COUNTIES,,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,17.5
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,CALHOUN,13,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,400
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,CALHOUN,13,WHEAT,WHEAT - ACRES PLANTED,TOTAL,500
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,CALHOUN,13,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,30
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,CLARK,19,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,"1,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,CLARK,19,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,55
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,CLARK,19,RICE,RICE - ACRES HARVESTED,TOTAL,"1,800"
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,CLARK,19,RICE,RICE - ACRES PLANTED,TOTAL,"2,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,CLARK,19,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"4,100"
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,CLARK,19,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"10,800"
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,CLARK,19,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,"11,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,CLARK,19,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,25
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,CLARK,19,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,"1,800"
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,CLARK,19,WHEAT,WHEAT - ACRES PLANTED,TOTAL,"3,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,CLARK,19,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,25.6
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,DALLAS,39,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,900
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,DALLAS,39,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,"1,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,DALLAS,39,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,25
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,DALLAS,39,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,300
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,DALLAS,39,WHEAT,WHEAT - ACRES PLANTED,TOTAL,500
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,DALLAS,39,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,26.7
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,NEVADA,99,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,600
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,NEVADA,99,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,66.7
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,NEVADA,99,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"1,900"
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,NEVADA,99,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,"2,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,NEVADA,99,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,25.6
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,OTHER (COMBINED) COUNTIES,,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,400
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,OTHER (COMBINED) COUNTIES,,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,45
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,OTHER (COMBINED) COUNTIES,,RICE,RICE - ACRES HARVESTED,TOTAL,900
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,OTHER (COMBINED) COUNTIES,,RICE,RICE - ACRES PLANTED,TOTAL,"1,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,OTHER (COMBINED) COUNTIES,,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"4,611"
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,OTHER (COMBINED) COUNTIES,,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,400
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,OTHER (COMBINED) COUNTIES,,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,500
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,OTHER (COMBINED) COUNTIES,,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,22
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,OTHER (COMBINED) COUNTIES,,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,500
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,OTHER (COMBINED) COUNTIES,,WHEAT,WHEAT - ACRES PLANTED,TOTAL,"1,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTH CENTRAL,80,OTHER (COMBINED) COUNTIES,,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,18
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,ASHLEY,3,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,400
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,ASHLEY,3,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,95
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,ASHLEY,3,RICE,RICE - ACRES HARVESTED,TOTAL,"19,500"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,ASHLEY,3,RICE,RICE - ACRES PLANTED,TOTAL,"20,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,ASHLEY,3,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"5,102"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,ASHLEY,3,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"33,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,ASHLEY,3,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,"35,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,ASHLEY,3,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,26
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,ASHLEY,3,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,"3,700"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,ASHLEY,3,WHEAT,WHEAT - ACRES PLANTED,TOTAL,"5,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,ASHLEY,3,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,21.6
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,CHICOT,17,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,"1,800"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,CHICOT,17,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,99.4
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,CHICOT,17,RICE,RICE - ACRES HARVESTED,TOTAL,"41,500"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,CHICOT,17,RICE,RICE - ACRES PLANTED,TOTAL,"42,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,CHICOT,17,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"5,301"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,CHICOT,17,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"98,500"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,CHICOT,17,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,"101,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,CHICOT,17,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,27
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,CHICOT,17,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,"21,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,CHICOT,17,WHEAT,WHEAT - ACRES PLANTED,TOTAL,"25,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,CHICOT,17,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,16.7
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,DESHA,41,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,"1,200"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,DESHA,41,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,101.7
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,DESHA,41,RICE,RICE - ACRES HARVESTED,TOTAL,"40,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,DESHA,41,RICE,RICE - ACRES PLANTED,TOTAL,"41,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,DESHA,41,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"5,375"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,DESHA,41,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"92,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,DESHA,41,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,"93,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,DESHA,41,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,23
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,DESHA,41,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,"23,500"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,DESHA,41,WHEAT,WHEAT - ACRES PLANTED,TOTAL,"28,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,DESHA,41,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,17.9
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,DREW,43,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,200
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,DREW,43,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,105
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,DREW,43,RICE,RICE - ACRES HARVESTED,TOTAL,"15,500"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,DREW,43,RICE,RICE - ACRES PLANTED,TOTAL,"16,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,DREW,43,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"5,806"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,DREW,43,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"24,500"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,DREW,43,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,"25,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,DREW,43,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,26
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,DREW,43,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,"3,300"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,DREW,43,WHEAT,WHEAT - ACRES PLANTED,TOTAL,"4,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,DREW,43,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,30.3
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,JEFFERSON,69,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,"3,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,JEFFERSON,69,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,100
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,JEFFERSON,69,RICE,RICE - ACRES HARVESTED,TOTAL,"41,500"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,JEFFERSON,69,RICE,RICE - ACRES PLANTED,TOTAL,"42,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,JEFFERSON,69,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"5,128"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,JEFFERSON,69,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"88,500"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,JEFFERSON,69,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,"90,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,JEFFERSON,69,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,26.7
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,JEFFERSON,69,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,"28,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,JEFFERSON,69,WHEAT,WHEAT - ACRES PLANTED,TOTAL,"35,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,JEFFERSON,69,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,21.4
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,LINCOLN,79,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,400
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,LINCOLN,79,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,100
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,LINCOLN,79,RICE,RICE - ACRES HARVESTED,TOTAL,"33,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,LINCOLN,79,RICE,RICE - ACRES PLANTED,TOTAL,"34,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,LINCOLN,79,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"5,242"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,LINCOLN,79,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"58,500"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,LINCOLN,79,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,"60,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,LINCOLN,79,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,28
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,LINCOLN,79,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,"12,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,LINCOLN,79,WHEAT,WHEAT - ACRES PLANTED,TOTAL,"14,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTHEAST,90,LINCOLN,79,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,28.3
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,HEMPSTEAD,57,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,400
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,HEMPSTEAD,57,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,92.5
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,HEMPSTEAD,57,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"5,600"
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,HEMPSTEAD,57,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,"6,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,HEMPSTEAD,57,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,24.1
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,HEMPSTEAD,57,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,"1,500"
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,HEMPSTEAD,57,WHEAT,WHEAT - ACRES PLANTED,TOTAL,"2,500"
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,HEMPSTEAD,57,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,29.3
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,LAFAYETTE,73,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,"2,500"
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,LAFAYETTE,73,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,80
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,LAFAYETTE,73,RICE,RICE - ACRES HARVESTED,TOTAL,"6,700"
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,LAFAYETTE,73,RICE,RICE - ACRES PLANTED,TOTAL,"7,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,LAFAYETTE,73,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"4,300"
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,LAFAYETTE,73,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"10,100"
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,LAFAYETTE,73,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,"10,500"
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,LAFAYETTE,73,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,26
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,LAFAYETTE,73,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,"12,500"
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,LAFAYETTE,73,WHEAT,WHEAT - ACRES PLANTED,TOTAL,"17,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,LAFAYETTE,73,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,24.4
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,LITTLE RIVER,81,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,"1,200"
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,LITTLE RIVER,81,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,91.7
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,LITTLE RIVER,81,RICE,RICE - ACRES HARVESTED,TOTAL,"1,400"
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,LITTLE RIVER,81,RICE,RICE - ACRES PLANTED,TOTAL,"1,500"
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,LITTLE RIVER,81,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"3,600"
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,LITTLE RIVER,81,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"18,500"
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,LITTLE RIVER,81,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,"20,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,LITTLE RIVER,81,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,24.7
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,LITTLE RIVER,81,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,"15,400"
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,LITTLE RIVER,81,WHEAT,WHEAT - ACRES PLANTED,TOTAL,"18,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,LITTLE RIVER,81,WHEAT,"WHEAT - YIELD, MEASURED IN BU / ACRE",TOTAL,19
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,MILLER,91,CORN,"CORN, GRAIN - ACRES HARVESTED",TOTAL,"2,900"
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,MILLER,91,CORN,"CORN, GRAIN - YIELD, MEASURED IN BU / ACRE",TOTAL,94.8
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,MILLER,91,RICE,RICE - ACRES HARVESTED,TOTAL,"10,500"
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,MILLER,91,RICE,RICE - ACRES PLANTED,TOTAL,"11,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,MILLER,91,RICE,"RICE - YIELD, MEASURED IN LB / ACRE",TOTAL,"4,000"
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,MILLER,91,SOYBEANS,SOYBEANS - ACRES HARVESTED,TOTAL,"20,300"
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,MILLER,91,SOYBEANS,SOYBEANS - ACRES PLANTED,TOTAL,"20,500"
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,MILLER,91,SOYBEANS,"SOYBEANS - YIELD, MEASURED IN BU / ACRE",TOTAL,26
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,MILLER,91,WHEAT,WHEAT - ACRES HARVESTED,TOTAL,"16,500"
SURVEY,1991,YEAR,ARKANSAS,SOUTHWEST,70,MILLER,91,WHEAT,WHEAT - ACRES PLANTED,TOTAL,"21,000"
